address,city,hrsFri,hrsMon,hrsSat,hrsSun,hrsThu,hrsTue,hrsWed,inventoryStatus,isEligibleForDelivery,isEligibleForPickup,isEligibleForShipToHome,isSellable,latitude,longitude,phoneNumber,productQTY,state,storeNumber,storeServiceBitmap,storeType,zipCode
"8710 Cortez Rd W","Bradenton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.4621,-82.6505,9412166240,0,"FL",19623,1081442,1,34210-2203
"6414 14th St W Ste A","Bradenton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.42725,-82.57596,9412166930,0,"FL",7809,32834,1,34207-5329
"4251 N Washington Blvd","Sarasota",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,27.371342,-82.531505,9412596317,0,"FL",12644,32770,1,34234-4800
"2628 17th St","Sarasota",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.35181,-82.51775,9412177109,0,"FL",10484,32770,1,34237-7830
"3106 Orange Ave","Fort Pierce",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,27.447756,-80.356283,7724483810,0,"FL",12408,33122,1,34947-3535
"3751 Virginia Ave","Fort Pierce",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,27.42512,-80.36303,7722425379,0,"FL",8736,32866,1,34981
"2514 S Us Highway 1","Fort Pierce",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,27.4231,-80.3251,7724098160,0,"FL",3941,32834,1,34982-5917
"7180 S Us Highway 1","Port Saint Lucie",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,27.3347,-80.3247,7722364429,0,"FL",5896,32834,1,34952-1411
"8425 S. Us Highway 1","Port Saint Lucie",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.3156,-80.3153,7722074210,0,"FL",31041,32832,1,34952
"9031 South Us Hwy 1","Port Saint Lucie",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,27.2999,-80.3061,7722363077,0,"FL",8788,1081698,1,34952-4213
"1207 Sw Del Rio Blvd","Port Saint Lucie",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.289109,-80.381533,7722366790,0,"FL",15181,1083714,1,34953
"785 Sw Paar Dr.","Port Saint Lucie",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,27.227343,-80.372386,7722062650,0,"FL",14786,36192,1,34953-3938
"1558 S Federal Hwy","Stuart",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,27.184211,-80.243598,7722107615,0,"FL",7008,290,1,34994-3908
"2531 Se Ocean Blvd","Stuart",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,27.1967,-80.2198,7722660166,0,"FL",9431,33058,1,34996-3313
"13953 W Us 90","Greenville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.470166,-83.634601,8507385613,0,"FL",7740,32866,1,32331-0037
"3700 Alton Wentworth Rd","Greenville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.2886,-83.6315,8509716399,0,"FL",23981,1081408,1,32331-8794
"1475 Pisgah Road","Perry",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.1645,-83.5956,8502958098,0,"FL",30282,1081344,2,32347
"1650 N Jefferson St","Perry",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.133338,-83.58374,8503298360,0,"FL",12056,32866,1,32347-1333
"2028 S Jefferson St","Perry",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.099811,-83.581985,8506011144,0,"FL",614,32802,1,32348-5617
"4154 Us Highway 19 N","Perry",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.06776,-83.55899,8503282025,0,"FL",22431,1081410,1,32348
"19850 Hwy 84 E","Boston",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.7986,-83.8001,4708512953,0,"GA",11759,32834,1,31626-2682
"607 N Madison St","Thomasville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.842255,-83.986712,9123870102,0,"GA",12936,32834,1,31792-5042
"1600 Smith Ave","Thomasville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8351,-83.9542,2295168918,0,"GA",30838,32832,1,31792
"11200 Hwy 84 E","Thomasville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8297,-83.9274,8507396541,0,"GA",15190,32866,1,31757-1639
"1225 E Jackson St","Thomasville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.850857,-83.961999,3344560050,0,"GA",1904,34882,1,31792-4748
"15187 Us Highway 19 S","Thomasville",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.856436,-83.947403,4782075680,0,"GA",8265,32834,1,31792-4853
"69 Duren Drive","Thomasville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8794,-83.932093,7063413085,0,"GA",16653,32866,1,31757-2103
"1301 W Screven St","Quitman",0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0,False,False,False,False,30.785774,-83.572379,9123874267,0,"GA",860,1081442,1,31643-1819
"2096 S Cedar St","Barwick",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.8902,-83.7413,2292662145,0,"GA",19975,66,1,31720
"19440 Us Hwy 19 N","Thomasville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.9059,-83.9753,2295161335,0,"GA",24600,32832,1,31757-7857
"1107 E Screvan St","Quitman",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.7843,-83.549,2292662139,0,"GA",25314,32832,1,31643
"31802 Sr 44","Eustis",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.941814,-81.428799,3528006360,0,"FL",13702,1083488,1,32736-8924
"1512 S Woodland Blvd","Deland",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,29.002283,-81.303562,3862325322,0,"FL",11349,2146,1,32720-7709
"1110 E New York Ave","Deland",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,29.027664,-81.282208,3865160827,0,"FL",11413,1081410,1,32724-5750
"1155 W State Rt 434 #133","Longwood",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.699207,-81.365162,4076765150,0,"FL",9503,32866,1,32750-4987
"24525 Highway 44 A","Eustis",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.87732,-81.55025,3528006160,0,"FL",21931,34914,1,32736
"24951 Cr 42","Paisley",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.982325,-81.542845,3523252207,0,"FL",14394,1083490,1,32767-9423
"24329 Highwayy 46 Bldg 3","Sorrento",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.808125,-81.554895,3527200461,0,"FL",6670,34850,1,32776-8853
"1712 Rock Springs Rd","Apopka",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.709143,-81.50988,3218040505,0,"FL",12351,32866,1,32712-2228
"827 E Semoran Blvd","Apopka",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.674283,-81.493788,4079617978,0,"FL",2966,32802,1,32703-5516
"1027 W Orange Blossom Trl","Apopka",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.685595,-81.530552,3212360030,0,"FL",8010,34818,1,32712-3482
"57 E Michael Gladden Blvd","Apopka",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.6673,-81.5098,9418770899,0,"FL",18836,66,1,32703
"21850 Us Highway 441","Mount Dora",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.7872,-81.625,3527200109,0,"FL",13388,34914,1,32757-9775
"4300 Clarcona Ocoee Rd210","Orlando",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.610875,-81.431929,4074903223,0,"FL",3728,32834,1,32810-4179
"2851 Weston Lane","Orlando",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.6131,-81.41461,3212344770,0,"FL",6671,1081346,1,32810-5226
"3233 N Orange Blossom Trl","Zellwood",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.7311,-81.6058,7274771725,0,"FL",19852,34850,1,32798
"2640 E. Orange Ave","Eustis",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.852459,-81.656418,3524340390,0,"FL",14553,1083490,1,32726-4408
"7330 Clarcona Ocoee Rd.","Orlando",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.613546,-81.483549,3212345890,0,"FL",14290,1081410,1,32818-1206
"42420 State Road 19","Altoona",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.9671,-81.648,3524700144,0,"FL",21285,1083458,1,32702-9516
"607 N Central Ave","Umatilla",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.935276,-81.666337,3528006350,0,"FL",1515,34914,1,32784-2092
"403 Plaza Dr","Eustis",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.824677,-81.690036,3524340343,0,"FL",1358,32770,1,32726-6523
"1101 N Bay St","Eustis",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.8643,-81.6861,3528006125,0,"FL",9652,32834,1,32726-3427
"45 W Stevens Ave","Eustis",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.844,-81.686,3528006370,0,"FL",20608,32834,1,32726
"3806 Ocoee Apopka Road","Apopka",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.621382,-81.544846,3218042550,0,"FL",15840,1081442,1,32703-9224
"16603 Lake Smith Rd","Umatilla",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.9058,-81.6801,3527174446,0,"FL",20809,32866,1,32784
"3850 N Highway 19a","Mount Dora",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.811143,-81.682795,3527200440,0,"FL",14399,32866,1,32757-2201
"50 S Rosalind Ave Ste A","Orlando",0700:0000,0700:0000,0700:0000,0700:0000,0700:0000,0700:0000,0700:0000,0,False,False,False,False,28.542131,-81.376302,3213000722,0,"FL",21587,1048578,3,32801-1942
"3701 Cr 44","Eustis",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.883135,-81.726082,3528006104,0,"FL",13776,1083490,1,32726
"3081 Curry Ford Road","Orlando",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.524962,-81.344102,3212369172,0,"FL",13545,32834,1,32806-3351
"1001 S South Orange Blossom Tr","Orlando",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.53003,-81.396813,3213000732,0,"FL",16624,32770,1,32805
"1851 E Silver Star Road","Ocoee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.573303,-81.511899,9047176560,0,"FL",14015,32800,1,34761-7012
"15888 Sunset Ct","Tavares",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.74669,-81.69119,3525087903,0,"FL",21775,32866,1,32778
"6536 Old Winter Garden Rd","Orlando",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,28.5384,-81.475,3213000575,0,"FL",9858,1343522,2,32835-1206
"395 E Burleigh Blvd","Tavares",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.817936,-81.725881,3525087745,0,"FL",116,32770,1,32778-2201
"928 S Ivy Lane","Orlando",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.52926,-81.43493,3213000925,0,"FL",13615,1081410,1,32805
"4149 County Road 561","Tavares",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.763062,-81.73616,3525087780,0,"FL",526,34850,1,32778-9371
"3986 Orange Blossom Trail","Orlando",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.503024,-81.397444,4077891720,0,"FL",13453,1081410,1,32839-8965
"914 S Duncan Dr","Tavares",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.79446,-81.74365,3527449565,0,"FL",23011,1083456,1,32778-4044
"24710 Se Highway 42","Umatilla",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.98,-81.7449,3524320275,0,"FL",18784,1083490,1,32784-8724
"25020 County Road 561","Astatula",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.710596,-81.732675,3525087785,0,"FL",13426,1083490,1,34705-9512
"3570 W Burleigh Blvd","Tavares",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.81657,-81.76286,3525084740,0,"FL",7351,34882,1,32778-5802
"5490 Hansel Ave","Edgewood",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.480287,-81.371414,3212097033,0,"FL",1469,32802,1,32809-3475
"5170 S Conway Rd","Orlando",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.481062,-81.332282,3212096064,0,"FL",2704,32802,1,32812-1252
"14147 W Colonial Dr","Winter Garden",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.5512,-81.5933,3527174374,0,"FL",3066,32802,1,34787-4208
"10650 Cr 44","Leesburg",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.874171,-81.779944,3527020465,0,"FL",16005,1083490,1,34788-2526
"975 N Highway 27","Minneola",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.593435,-81.751776,3527174353,0,"FL",11142,1081378,1,34715-6856
"741 E Highway 50","Clermont",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.548,-81.7452,3527174367,0,"FL",1340,32770,1,34711-3165
"9581 South Orange Avenue","Orlando",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.4276,-81.369006,3212369567,0,"FL",13645,1081442,1,32824-8301
"49571 Us Hwy 27","Davenport",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.309143,-81.666379,8632562110,0,"FL",14222,35936,1,33897-9507
"4718 Target Blvd","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.3302,-81.4716,3212097404,0,"FL",30828,32768,1,34746-5313
"620 Ronald Reagan Pkwy","Davenport",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,28.242122,-81.566389,8635883065,0,"FL",12555,1084512,1,33896-9608
"41491 Hwy 27","Davenport",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.2009,-81.6394,8634381970,0,"FL",18675,1083490,1,33837
"1116 N John Young Pkwy","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.302,-81.4162,3212501723,0,"FL",7540,32770,1,34741-4201
"4457 S Orange Blossom Trl","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.2572,-81.4602,3214420770,0,"FL",18283,1083490,1,34746
"2305 S Poinciana Blvd","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.2344,-81.4867,8635883073,0,"FL",19891,34914,1,34758
"2220 Michigan Ave","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.311357,-81.391891,8635886069,0,"FL",12627,32834,1,34744-2903
"3195 S John Young Pkwy #300","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.2619,-81.4353,3213335376,0,"FL",19021,32834,1,34746-6537
"109 Hwy 17 / 92","Davenport",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.161216,-81.602274,8632562891,0,"FL",14632,1083490,1,33897
"2711 Simpson Road","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.3231,-81.3365,8635884218,0,"FL",13810,32834,1,34744-4112
"8439 Valdosta Hwy","Morven",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.945549,-83.496013,9123874262,0,"GA",10146,1081442,1,31638-2410
"309 W Main St","Hahira",0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0,False,False,False,False,30.9904,-83.3758,4705710325,0,"GA",8080,34914,1,31632-1025
"8300 Se Constitution Blvd","Hobe Sound",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.1033,-80.1628,7729328550,0,"FL",18433,34914,1,33455-6000
"608 N Us Highway 1","Tequesta",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,26.966132,-80.086874,5612951034,0,"FL",7494,33026,1,33469-2374
"15448 Sw Warfield Blvd","Indiantown",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,27.018215,-80.464147,7729240098,0,"FL",13523,1083682,1,34956-3507
"3701 Broadway","Riviera Beach",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,26.7921,-80.0546,5614401890,0,"FL",17116,66,1,33404-2335
"8474 Us Highway 441 Se","Okeechobee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,27.1836,-80.7387,8638245894,0,"FL",17949,1083746,1,34974
"22500 Sw 112th Ave","Miami",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,25.5586,-80.3726,3055495118,0,"FL",15499,33090,1,33170
"27036-27056 South Dixie Highwa","Naranja",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,25.515533,-80.431343,7864468092,0,"FL",15588,32834,1,33032-7315
"1497 Ne 8th St","Homestead",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,25.47777,-80.457092,7862985817,0,"FL",19071,32866,1,33033-4506
"580 W. Palm Dr","Florida City",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,25.448243,-80.484836,7862985938,0,"FL",13018,32834,1,33034-3220
"3731 Second St. S","Folkston",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.82582,-82.00451,9123874218,0,"GA",15657,1081442,1,31537
"4783 Second St N","Folkston",0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0,False,False,False,False,30.8407,-82.0073,9123874535,0,"GA",4056,32866,1,31537-8503
"1000 Georgia Ave","Woodbine",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,30.9589,-81.7189,7067866355,0,"GA",12965,1083490,1,31569-5515
"701 John Sims Pkwy W","Niceville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.520026,-86.500614,8504831015,0,"FL",3876,1081378,1,32578-1878
"1198 N Eglin Pkwy","Shalimar",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.44336,-86.58058,8506599531,0,"FL",13556,32802,1,32579-1227
"113 Racetrack Rd Nw","Fort Walton Beach",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.447944,-86.61992,8506599747,0,"FL",7064,32802,1,32547-1644
"242 Hollywood Blvd. Sw","Fort Walton Beach",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.4124,-86.63,8505827805,0,"FL",30350,32768,1,32548
"251 I Mary Esther Blvd-Ste B1","Mary Esther",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,30.4141,-86.6538,8506844578,0,"FL",9241,32866,1,32569-1601
"4680 E Hwy 20","Niceville",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.476,-86.406,8509129550,0,"FL",7703,32866,1,32578-9724
"151 Eglin Parkway Ne Ste","Fort Walton Beach",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,30.4199,-86.60946,8506592511,0,"FL",1524,32770,1,32548-4443
"3411 13th St","Saint Cloud",0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0800:2000,0,False,False,False,False,28.2477,-81.3088,3218053960,0,"FL",1482,2050,1,34769-4052
"3260 Pleasant Hill Rd.","Kissimmee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.199425,-81.440713,4079323940,0,"FL",14583,1083458,1,34746-3067
"3865 Friars Cove Ln","Saint Cloud",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.181049,-81.283449,3218053467,0,"FL",18447,1081442,1,34772
"4549 Pleasant Hill Rd #300","Kissimmee",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.152469,-81.440055,4076245965,0,"FL",19074,32866,1,34759-3422
"100 Palmetto St","Poinciana",0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0800:2300,0,False,False,False,False,28.111111,-81.473855,8633001513,0,"FL",15014,1083488,1,34759
"1703 E Johnson Ave","Haines City",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.11377,-81.6178,8635883035,0,"FL",20628,1083490,1,33844-4625
"35922 Hwy 27","Haines City",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,28.124033,-81.641559,8634205780,0,"FL",12001,1081442,2,33844-3737
"637 Us Highway 17 92 W","Haines City",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,28.105485,-81.639466,8632166629,0,"FL",1375,34882,1,33844-5047
"2051 S 30th St","Haines City",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.08497,-81.6063,8634563866,0,"FL",22514,1083394,1,33844-9005
"8500 Marigold Ave","Poinciana",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.045673,-81.501318,3213335790,0,"FL",15968,1084512,1,34759
"101 Hatchineha Road","Lake Hamilton",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.040107,-81.619862,8632162200,0,"FL",14118,1083458,1,33851
"502 Dundee Rd","Dundee",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,28.01911,-81.62756,8632162149,0,"FL",22594,1081410,1,33838-4180
"758 S Main St","Baxley",0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0700:2200,0,False,False,False,False,31.7683,-82.35331,9125005866,0,"GA",22525,1083458,1,31513-0135
"663 E Parker St","Baxley",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.775506,-82.337863,9129370330,0,"GA",10944,34914,1,31513-0022
"24 Spring Branch Church Rd","Baxley",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.8414,-82.3519,9127853001,0,"GA",17761,1083490,1,31513-1101
"9690 Golden Isles E","Surrency",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.7251,-82.1969,9129370342,0,"GA",20188,66,1,31563
"9648 Golden Isle W","Baxley",0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0800:2100,0,False,False,False,False,31.8317,-82.5005,9123676051,0,"GA",14564,32866,1,31513
"1845 Us Hwy 1 N","Alma",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.5899,-82.4615,9125396319,0,"GA",24661,32832,1,31510-6609
"112 S Tallahassee St Ste 6","Hazlehurst",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.8613,-82.6035,9125396207,0,"GA",855,1083490,1,31539-6440
"102 W Coffee Street","Hazlehurst",0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0800:2200,0,False,False,False,False,31.87912,-82.59777,9123079289,0,"GA",15833,1083490,1,31539-6890
